name,run,index,step,timestamp,version,cpu_user,cpu_system,cpu_user_system,cpu_idle,cpu_iowait,memory_ram,memory_swap,memory_ram_swap,disk_read_count,disk_write_count,disk_read_bytes,disk_write_bytes,disk_read_time,disk_write_time,disk_busy_time,network_received_count,network_sent_count,network_received_bytes,network_sent_bytes,network_received_error,network_sent_error,network_received_drop,network_sent_drop
namedgraph_0_10_1_1_True,1,1,1,0.0,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
namedgraph_0_10_1_1_True,1,2,1,0.1102,3,0.31,0.13,0.44,0.39,0.0,6866415616,931659776,7798075392,0,0,0,0,0,0,0,4,5,659,868,0,0,0,0
namedgraph_0_10_1_1_True,1,3,1,0.2178,3,0.64,0.3,0.94,0.71,0.0,6870286336,931659776,7801946112,0,0,0,0,0,0,0,21,36,3672,6026,0,0,0,0
namedgraph_0_10_1_1_True,1,4,1,0.3257,3,0.95,0.49,1.44,1.03,0.0,6873083904,931659776,7804743680,100,0,1597440,0,45,0,34,21,39,3672,6424,0,0,0,0
namedgraph_0_10_1_1_True,1,5,1,0.4329,3,1.15,0.65,1.7999999999999998,1.5,0.0,6871941120,931659776,7803600896,134,0,1736704,0,50,0,46,29,48,4783,7612,0,0,0,0
namedgraph_0_10_1_1_True,1,6,1,0.5402,3,1.41,0.92,2.33,1.79,0.0,6873489408,931659776,7805149184,136,38,1769472,9961472,51,30,105,35,50,5270,7812,0,0,0,0
namedgraph_0_10_1_1_True,1,7,1,0.6481,3,1.65,1.19,2.84,2.1,0.0,6858178560,931659776,7789838336,136,990,1769472,38371328,51,150,275,35,52,5270,8112,0,0,0,0
namedgraph_0_10_1_1_True,1,8,1,0.7552,3,1.85,1.38,3.23,2.52,0.0,6832271360,931659776,7763931136,136,2030,1769472,55238656,51,246,485,37,52,5402,8112,0,0,0,0
namedgraph_0_10_1_1_True,1,9,1,0.86,3,1.97,1.53,3.5,3.06,0.0,6833102848,931659776,7764762624,136,2971,1769472,70672384,51,326,695,39,54,5590,8354,0,0,0,0
namedgraph_0_10_1_1_True,1,10,1,0.9649,3,2.09,1.7,3.79,3.6,0.0,6832902144,931659776,7764561920,136,3892,1769472,85762048,51,407,907,39,54,5590,8354,0,0,0,0
namedgraph_0_10_1_1_True,1,11,1,1.0715,3,2.35,1.93,4.28,3.91,0.01,6830583808,931659776,7762243584,136,5117,1769472,105725952,51,514,1101,46,61,6517,9724,0,0,0,0
namedgraph_0_10_1_1_True,1,12,1,1.1785,3,2.57,2.17,4.74,4.28,0.01,6838927360,931659776,7770587136,136,5163,1769472,117784576,51,549,1170,50,66,7085,10448,0,0,0,0
namedgraph_0_10_1_1_True,1,13,1,1.2886,3,2.8,2.39,5.1899999999999995,4.63,0.02,6834192384,931659776,7765852160,136,6018,1769472,132890624,51,652,1352,106,87,79068,18797,0,0,0,0
namedgraph_0_10_1_1_True,1,14,1,1.4116,3,3.32,2.71,6.029999999999999,4.73,0.03,6843371520,931659776,7775031296,136,6133,1769472,133808128,51,729,1467,154,98,147860,20114,0,0,0,0
namedgraph_0_10_1_1_True,1,15,1,1.5172,3,3.52,2.86,6.38,5.19,0.03,6859669504,931659776,7791329280,136,6153,1769472,133971968,51,738,1480,209,111,219549,21415,0,0,0,0
namedgraph_0_10_1_1_True,1,16,1,1.6244,3,3.73,2.96,6.6899999999999995,5.67,0.05,6869274624,931659776,7800934400,136,6257,1769472,134766592,51,787,1546,257,118,288341,22073,0,0,0,0
namedgraph_0_10_1_1_True,1,17,1,1.7295,3,3.94,3.12,7.0600000000000005,6.12,0.06,6874247168,931659776,7805906944,136,6257,1769472,134766592,51,787,1546,257,118,288341,22073,0,0,0,0
namedgraph_0_10_1_1_True,1,18,1,1.8378,3,4.16,3.25,7.41,6.59,0.06,6891794432,931659776,7823454208,136,6277,1769472,134930432,51,802,1566,305,123,357133,22543,0,0,0,0
namedgraph_0_10_1_1_True,1,19,1,1.9445,3,4.42,3.39,7.8100000000000005,7.02,0.06,6896697344,931659776,7828357120,154,6277,1843200,134930432,56,802,1584,351,131,421214,23295,0,0,0,0
namedgraph_0_10_1_1_True,1,20,1,2.0496,3,4.77,3.57,8.34,7.29,0.06,6881443840,931659776,7813103616,168,6297,1900544,135094272,61,818,1621,351,137,421214,23923,0,0,0,0
namedgraph_0_10_1_1_True,1,21,1,2.1568,3,5.02,3.79,8.809999999999999,7.62,0.07,6887817216,931659776,7819476992,259,6329,5906432,140517376,158,849,1673,352,138,421280,24395,0,0,0,0
namedgraph_0_10_1_1_True,1,22,1,2.2692,3,5.27,4.06,9.329999999999998,7.95,0.08,6889918464,931659776,7821578240,346,6329,13103104,140517376,219,849,1731,352,141,421280,24857,0,0,0,0
namedgraph_0_10_1_1_True,1,23,1,2.3815,3,5.45,4.38,9.83,8.31,0.1,6873341952,931659776,7805001728,561,6329,31195136,140517376,464,849,1819,353,144,421374,26376,0,0,0,0
namedgraph_0_10_1_1_True,1,24,1,2.4927,3,5.57,4.69,10.260000000000002,8.68,0.13,6883364864,931659776,7815024640,818,6331,53395456,140525568,645,850,1950,356,150,421874,28769,0,0,0,0
namedgraph_0_10_1_1_True,1,25,1,2.5994,3,5.73,4.86,10.59,9.17,0.13,6902288384,931659776,7833948160,854,6339,59916288,140599296,717,858,1971,363,156,423579,29950,0,0,0,0
namedgraph_0_10_1_1_True,1,26,1,2.7048,3,5.87,4.88,10.75,9.85,0.13,6902702080,931659776,7834361856,854,6339,59916288,140599296,717,858,1971,368,163,424827,30632,0,0,0,0
namedgraph_0_10_1_1_True,1,27,1,2.8098,3,5.93,4.89,10.82,10.6,0.13,6902702080,931659776,7834361856,854,6339,59916288,140599296,717,858,1971,378,175,431497,34695,0,0,0,0
namedgraph_0_10_1_1_True,1,28,1,2.9147,3,5.99,4.94,10.93,11.32,0.13,6902702080,931659776,7834361856,854,6339,59916288,140599296,717,858,1971,382,176,431901,34809,0,0,0,0
namedgraph_0_10_1_1_True,1,29,1,3.0206,3,6.11,5.09,11.2,11.86,0.13,6902960128,931659776,7834619904,854,6339,59916288,140599296,717,858,1971,383,177,432047,34923,0,0,0,0
namedgraph_0_10_1_1_True,1,30,1,3.1283,3,6.28,5.23,11.510000000000002,12.38,0.14,6923886592,931659776,7855546368,854,6339,59916288,140599296,717,858,1971,386,180,432413,35392,0,0,0,0
namedgraph_0_10_1_1_True,1,31,1,3.2335,3,6.31,5.25,11.559999999999999,13.16,0.14,6923624448,931659776,7855284224,854,6339,59916288,140599296,717,858,1971,386,180,432413,35392,0,0,0,0
