name,run,index,step,timestamp,version,cpu_user,cpu_system,cpu_user_system,cpu_idle,cpu_iowait,memory_ram,memory_swap,memory_ram_swap,disk_read_count,disk_write_count,disk_read_bytes,disk_write_bytes,disk_read_time,disk_write_time,disk_busy_time,network_received_count,network_sent_count,network_received_bytes,network_sent_bytes,network_received_error,network_sent_error,network_received_drop,network_sent_drop
raw_10_2_0,1,1,1,0.0,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
raw_10_2_0,1,2,1,0.1089,3,0.28,0.11,0.39,0.42,0.0,6270803968,1695547392,7966351360,0,0,0,0,0,0,0,2,2,188,188,0,0,0,0
raw_10_2_0,1,3,1,0.2164,3,0.7,0.29,0.99,0.63,0.0,6285201408,1695547392,7980748800,0,0,0,0,0,0,0,2,2,188,188,0,0,0,0
raw_10_2_0,1,4,1,0.3275,3,1.1,0.45,1.55,0.92,0.01,6293037056,1695547392,7988584448,0,0,0,0,0,0,0,4,5,376,524,0,0,0,0
raw_10_2_0,1,5,1,0.4348,3,1.33,0.67,2.0,1.27,0.01,6293037056,1695547392,7988584448,0,0,0,0,0,0,0,5,5,442,524,0,0,0,0
raw_10_2_0,1,6,1,0.5409,3,1.47,0.89,2.36,1.73,0.01,6296428544,1695547392,7991975936,0,26,0,6815744,0,63,38,5,5,442,524,0,0,0,0
raw_10_2_0,1,7,1,0.647,3,1.51,1.07,2.58,2.32,0.01,6266511360,1695547392,7962058752,0,1158,0,37240832,0,185,249,5,5,442,524,0,0,0,0
raw_10_2_0,1,8,1,0.7527,3,1.55,1.27,2.8200000000000003,2.88,0.01,6263431168,1695547392,7958978560,0,2174,0,53968896,0,269,463,11,14,1177,3963,0,0,0,0
raw_10_2_0,1,9,1,0.8602,3,1.56,1.42,2.98,3.55,0.01,6261612544,1695547392,7957159936,0,3233,0,71352320,0,364,676,21,23,4493,8868,0,0,0,0
raw_10_2_0,1,10,1,0.9667,3,1.69,1.59,3.2800000000000002,4.05,0.02,6251159552,1695547392,7946706944,0,3994,0,87252992,0,450,813,21,23,4493,8868,0,0,0,0
raw_10_2_0,1,11,1,1.0729,3,1.89,1.77,3.66,4.45,0.03,6242385920,1695547392,7937933312,0,4710,0,110288896,0,565,992,25,27,7209,9336,0,0,0,0
raw_10_2_0,1,12,1,1.1819,3,2.36,2.03,4.39,4.55,0.04,6251372544,1695547392,7946919936,0,4858,0,111386624,0,687,1141,25,27,7209,9336,0,0,0,0
raw_10_2_0,1,13,1,1.2909,3,2.61,2.21,4.82,4.95,0.04,6253051904,1695547392,7948599296,0,4858,0,111386624,0,687,1141,25,27,7209,9336,0,0,0,0
raw_10_2_0,1,14,1,1.3975,3,2.71,2.31,5.02,5.54,0.07,6257610752,1695547392,7953158144,0,4995,0,112353280,0,751,1218,25,27,7209,9336,0,0,0,0
raw_10_2_0,1,15,1,1.5027,3,2.81,2.41,5.220000000000001,6.14,0.07,6261694464,1695547392,7957241856,0,4995,0,112353280,0,751,1218,25,27,7209,9336,0,0,0,0
raw_10_2_0,1,16,1,1.6079,3,2.94,2.49,5.43,6.74,0.07,6282842112,1695547392,7978389504,1,4995,4096,112353280,0,751,1219,25,27,7209,9336,0,0,0,0
raw_10_2_0,1,17,1,1.715,3,3.17,2.7,5.87,7.13,0.08,6288261120,1695547392,7983808512,1,5005,4096,112435200,0,765,1236,25,27,7209,9336,0,0,0,0
raw_10_2_0,1,18,1,1.825,3,3.56,2.89,6.45,7.36,0.08,6288994304,1695547392,7984541696,1,5050,4096,112787456,0,788,1272,25,35,7209,10264,0,0,0,0
raw_10_2_0,1,19,1,1.9321,3,3.68,3.06,6.74,7.86,0.1,6288912384,1695547392,7984459776,126,5066,6410240,112934912,106,800,1343,25,37,7209,10372,0,0,0,0
raw_10_2_0,1,20,1,2.0404,3,3.83,3.24,7.07,8.35,0.11,6291410944,1695547392,7986958336,178,5066,11587584,112934912,157,800,1379,25,37,7209,10372,0,0,0,0
raw_10_2_0,1,21,1,2.147,3,3.94,3.55,7.49,8.71,0.14,6300205056,1695547392,7995752448,459,5066,34033664,112934912,449,800,1510,25,37,7209,10372,0,0,0,0
raw_10_2_0,1,22,1,2.2559,3,4.07,3.87,7.94,9.06,0.16,6303105024,1695547392,7998652416,677,5066,57970688,112934912,692,800,1615,25,37,7209,10372,0,0,0,0
raw_10_2_0,1,23,1,2.364,3,4.36,4.07,8.43,9.41,0.16,6298054656,1695547392,7993602048,679,5074,57987072,113008640,693,808,1625,25,39,7209,10552,0,0,0,0
raw_10_2_0,1,24,1,2.4692,3,4.62,4.18,8.8,9.86,0.16,6319108096,1695547392,8014655488,679,5074,57987072,113008640,693,808,1625,25,40,7209,10638,0,0,0,0
raw_10_2_0,1,25,1,2.5774,3,4.83,4.32,9.15,10.31,0.18,6333984768,1695547392,8029532160,679,5074,57987072,113008640,693,808,1625,26,41,7275,10788,0,0,0,0
raw_10_2_0,1,26,1,2.6823,3,4.89,4.34,9.23,11.05,0.19,6333706240,1695547392,8029253632,679,5074,57987072,113008640,693,808,1625,26,41,7275,10788,0,0,0,0
raw_10_2_0,1,27,1,2.7894,3,4.9,4.35,9.25,11.88,0.19,6333706240,1695547392,8029253632,679,5074,57987072,113008640,693,808,1625,27,42,7421,10902,0,0,0,0
raw_10_2_0,1,28,1,2.8945,3,4.95,4.41,9.36,12.6,0.19,6333706240,1695547392,8029253632,679,5074,57987072,113008640,693,808,1625,27,42,7421,10902,0,0,0,0
raw_10_2_0,1,29,1,3.0007,3,5.04,4.55,9.59,13.2,0.19,6333964288,1695547392,8029511680,679,5074,57987072,113008640,693,808,1625,27,42,7421,10902,0,0,0,0
raw_10_2_0,1,30,1,3.1074,3,5.1,4.59,9.69,13.95,0.19,6335262720,1695547392,8030810112,679,5074,57987072,113008640,693,808,1625,27,42,7421,10902,0,0,0,0
raw_10_2_0,1,31,1,3.2126,3,5.11,4.6,9.71,14.76,0.19,6335262720,1695547392,8030810112,679,5074,57987072,113008640,693,808,1625,27,42,7421,10902,0,0,0,0
raw_10_2_0,1,32,1,3.3181,3,5.15,4.62,9.77,15.53,0.19,6335262720,1695547392,8030810112,679,5074,57987072,113008640,693,808,1625,27,42,7421,10902,0,0,0,0
raw_10_2_0,1,33,1,3.4236,3,5.19,4.64,9.83,16.32,0.19,6333374464,1695547392,8028921856,679,5074,57987072,113008640,693,808,1625,29,44,7609,11144,0,0,0,0
raw_10_2_0,1,34,1,3.5287,3,5.3,4.72,10.02,16.95,0.19,6335463424,1695547392,8031010816,679,5074,57987072,113008640,693,808,1625,30,49,7695,11662,0,0,0,0
